1, 16224, 10057,   322, 22135, 29901,  1128,   304,  1207,   263, 3632,   331,  1943,  9045, 29891,  3700,   471, 29882, 29889,   422, 26062,   599,   310,   278,  2348,  1127, 10070, 29889,   512,   263, 18350, 29899, 29879,  1891, 12580, 29880, 29892,  6837,  4208, 29871, 30226, 18002,   313, 29946, 29945,   330, 29897,   310, 29081,   288, 1446, 29892, 29871, 30515, 18002,   313, 29945, 29929,   286, 29880, 29897, 10849,   454,  3712,  3623,   625, 29892, 29871, 30515, 18002, 313, 29945, 29929,   286, 29880, 29897
1, 11796,   414,   322, 28251,  1199, 29901,  1128,   304,  1207, 18655, 13956,   286,  1878,  8345,  8310, 29891, 29889,  5701,  1082, 278,   373,   291,   322,   286,  1878, 18901, 29889,   940,   271, 29871, 30226, 18002,   313, 29896, 29906, 29900,   286, 29880, 29897, 310,  4805, 29899,  2405,  5359,   288,  9258, 17182,   297,   263, 2919, 12507,   346,  8357,   975, 18350, 29899,  9812, 12871, 29889, 9038,   278, 17182,   528,  6727,   414, 29892,   788, 29871, 30226, 310,   263,  2319,   373,   291,   393
1, 11796,   414,   322, 28251,  1199, 29901,  1128,   304,  6958, 10992,  2963, 29889, 15484,   263,  1246,   363,   278, 19075,   982, 304,  6159, 10992,  2963, 29889,   960,   366,   723,   763,   304, 505,   263,  2022, 29899,   517, 29899, 10532, 14983, 29892,   270, 616,   278,  2498,   297,  6578,  2722,  1196,   472, 29871, 29896, 29899, 29947, 29900, 29900, 29899, 29953, 29953, 29947, 29899, 29953, 29955, 29953, 29945, 29889,  2688, 29915,   276,  1722,  7398,   388, 304,  1424, 22394, 29871, 29955,   263
1, 16224, 10057,   322, 22135, 29901,  1128,   304,  8267,   596, 321, 29891,   774,  5727,   411,   263,  8006,   272, 29889,   349, 27574,   263,  8006,   272,  1754, 10816,   363,   321, 29891,   774, 5727, 29889,   319,  3918,  8006,   272,   674,   451,  2367,   366, 13173,  3347, 29879, 29892,   322,   508,   367, 18215,   304,   671, 2978,   596,  5076, 29889,  8669, 20590,   385,   321, 29891,   774, 798,  8006,   272, 29892,  5069,  2319, 12995,   311,   674,  2367, 366,   278,  3347, 29879,   366, 13521
1, 15202, 29901,  1128,   304,  5040, 23023,  1848,   321,  1218, 29889,   360,  8349,  7268,   403,  1546,  9128, 18757,   261,   322, 23023,  1848, 18757,   261, 29889,  1763, 18720,   278,  9946,   310, 596, 23023,  1848,   321,  1218, 29892,   372,  1122,   367,  5407, 304,   937,  2274,   746,   366,   526, 11223,  4824,  1711,  9074, 14793,   322,   746,   366,   526, 11223,   953,  8194,   635,  9074, 14793, 29889, 26991, 29892, 23023,  1848, 18757,   261,  5304,   373, 11584,   322, 23880,  5065,  5362, 29889
1,  4231,   749,   322, 15197, 29901,  1128,   304,   289,  5790, 1044,  4856, 29889,  7519, 29883,   403,  7535,  1048,   278,   289, 5790,  1044, 29889,   450,   289,  5790,  1044, 29892,   884,  2998, 408,   278, 23729,  1458, 19119,  9045,  1044,   313,  1579,   272, 1458,  1002,  1082, 16385, 29871, 29941, 29929, 29946, 29892,   760, 474, 29897,   338,   263,  4307,   393,   471,  4502,   304,  9801, 322,  1072,  5987, 11176, 14703, 19119,  9045, 14502,  5786,   363, 1906, 23164,   515,   263, 19119,  4486
1, 16224, 10057,   322, 22135, 29901,  1128,   304,  1207,   263, 5613, 15774, 23895,  2017, 29889,  4007,  6967,   278,  2348,  1127, 10070, 29889,  1152,   445,  9522,   412, 29892,   366,   674,   817, 278,  1494,  4452,   584, 29871, 29896,  2894,   293,   274,  2559, 314,   265, 12070,  1919, 29871, 29906, 29945,  2894,   293,  5881, 314,   290,  2532, 29879,  1919, 29871, 29896, 29945,  2894,   293, 17184,  1960,  1919, 29871, 29896,  2894,   293,  1109,  2911, 17796, 1919, 29871, 29896, 10849,  2894,   293
1, 16224, 10057,   322, 22135, 29901,  1128,   304,   471, 29882, 4105,  4841, 29889, 14542,   852,   278,  1492,   528,   314,  1129, 29877,   322,  4195,   261, 29889,  5806,   738,   528,   314,  1129, 29877,   470,  4195,   261,   674,   664, 29892,   372,   338,  2253, 304,   671,  2730,   391,   332,  5281,   528,   314,  1129,   359, 322,  4195,   414, 29892,  7148,   565,   596,  8716, 29886,   338, 15589,   322,   372, 23766, 29889,  3834,  9316,  1316,   408,  1183, 29874,  2730,   391,   545,   263,  1341
1, 11796,   414,   322, 28251,  1199, 29901,  1128,   304,  1207, 263, 19408,   413,  3780, 12343,  7539,   282,  5863, 29889, 10306, 278, 11994,   363,  3907,   413,   295,  1188, 29887, 29915, 29879, 19408,   413,  3780, 29886,   583,  2578,  1446,  2441, 29889,  1670, 674,  3117,   367,  1048,  4203,   263,  9853,   310, 19408,   413, 3780, 29886,   583,  7539,  2175, 29889,   313,   697,   310,   278, 2625, 23633,   310,  1641,   278,  7984, 29892,   338,   366,   679, 304, 17545,   738, 29915,   454, 29888
1,   349,  1691,   322, 24980,  1338, 29901,  1128,   304,   260, 4003,  8343,   263,  2653, 23717, 29889,   402,  1624,   596, 28075, 29889,   887,   674,   817,   263, 29871, 29896, 29906, 21759,   269, 4316, 19144, 29892,   263,  4964, 14051,   495,  8343,   292,   260, 4003, 29892,   322,   263, 29871, 29896, 29953, 29899, 22466,   318, 276,   386,  1705,   274,   493,  1308,   411,   263, 24235,   310, 29871, 29945,   285,  4615,   313,  1454,  2319, 26361, 29897,   322, 29871, 29947,   285,  4615,   313,  1454
1, 16224, 10057,   322, 22135, 29901,  1128,   304,  2867,   297, 2373,   296,   454,  1624, 17394,   267, 29889,  5373, 29891, 17394, 267,   393,  6216,  1532, 29889,  3080,   326,   675,   278,   817, 363, 16116,   292,   470, 16679,   297,   491,  2805,  2373,   296, 454,  1624, 17394,   267,   393,   526,  2307,   263,  1781,  6216, 363,   366, 29889,  4001,  2373,   296,   454,  1624,   338,   380, 2593,   322, 29395,   990,  4357, 29892,   366, 29915,   276,   451, 2675,   304,   367,  2221,   304,  1735
1, 16224, 10057,   322, 22135, 29901,  1128,   304,  9563,   470, 2329,   263,   528, 10511,  1283,   321, 29891,   774,   798, 29889, 14542,   852,   385,   321, 29891,   774,   798,   282,  3977,   309, 322,  4764,   672,   393,   338,  2788,   304,   596,  5613,  2927, 292, 29889,   960,   366,  1603,   505,   697,   310,   596,   321, 29891,   774,  5727, 29892,   445,  1795,   367,   263,  2217,  6775, 489,  5143,  1993,   278,   282,  3977,   309,   304,   278,   528, 1943,   310,   596,   321, 29891,   774
1, 11796,   414,   322, 28251,  1199, 29901,  1128,   304,  5376, 411,   540,  5031, 23448,   263, 29889, 19530, 29876,   278, 25828, 4835, 29889,   940,  5031, 23448,   263,   756,   263,  1353,   310, 25828,  4835,   393, 12234,  2615,  1546,  1023,   322,  4832, 11405, 515,   278,  2635,   310, 14060,   545, 29889,  3834,   310,  1438, 25828,  4835,   526, 10035, 29892,   763,   263,  1238,   369, 29892, 1550,  4045, 29892,   763,   432,   585,   299,   625, 29892,   526, 2649, 29873,   744, 18906,   310,   540
1, 16224, 10057,   322, 22135, 29901,  1128,   304,  4529,   596, 923,  1416, 29890,  2873, 29889, 23868,   278,  1492, 11955, 29889, 887,   674,   817,   472,  3203,  1023,  1422,   528,  3076,   310, 1207,   786, 29901,   697,   393,   338, 16951,  6501,   261,  1135, 596,  5613, 19309, 16225,   363,   278,   528, 23626,   322,   697, 393,   338,   925,   263,  2217,   301, 14643,  1135,   596, 19309, 363,   278, 12141, 29879, 29889, 28277,   373,   596, 19309, 16225, 322, 24583, 29892,  1438,   508,   367
1, 16224, 10057,   322, 22135, 29901,  1128,   304,   671,   429, 4542, 29875,  1218,   528,   314,  1129, 29877, 29889,   317,   802, 29872,   911,   263, 12616, 29899, 29879,  1891,  8828,  4757,   310, 528,   314,  1129, 29877,   304,   596,  5112, 29885, 29889,   319, 2217,  2586,   310,   429,  4542, 29875,  1218,   528,   314,  1129, 29877,  5771,   263,  1472,   982, 29889,  2860,  7990,  1259,   596, 11315,   297,   278,  1510,   261,   408,   366, 12891,   723, 29892, 269,   802, 29872,   911,  1048,   263
1, 25453,   322, 17465,   292, 29901,  1128,   304,  1207,   521, 332,   307, 26163,  5036, 12580,  3137, 29889,  4721,   354,   271, 278,   288,   854,   304, 29871, 29946, 29945, 29900,  6719,   285, 21446,  6884,   470, 29871, 29906, 29906, 29945,  6719,  6432,  1039, 375,   636,  4122,   559,   263,   286,  3096,   262,   260,   764, 491,   285,   492,  3262,   372,   373,   967,  2625, 29889,  8669, 310,   805,   764,   292,  1661, 29899,   303,   860,  1395,  5832, 805,   764,   297,   278,  4251,   310
1, 11796,   414,   322, 28251,  1199, 29901,  1128,   304,  6483, 285,   719,   541,   725,   329, 10674,  1161, 29889, 14542,   852, 385, 17182, 29889,  1932, 23906,   385, 17182,   304,  6483,   285, 719,   596,   541,   725,   329, 10674,  1161,   297, 29892,   372, 29915, 29879,  4100,   304,  5839,   697,   393,   756,   263,  6133, 25158,  1298,  1135,   278,  7984,   292, 10430, 29889,  1152,  1342, 29892,   565,   366,   505,   263,  9687,   393,  4225,   304,   367, 7984,   287,   472, 29871, 29941, 29945
1, 16224, 10057,   322, 22135, 29901,  1128,   304,  1207,   385, 288,  9258, 17182,  2730,   391,   332,  3950, 29889,   349, 27574, 953,  7273,  9215,   281,  1165,   515,   263,  3240,   737,   261, 393,  4266,  7093,   297, 28075,   363,  3907,  3632,   331,  1943, 6776,  2527,  1199, 29889,  1670,   526,  1784,  5376,   414,   393, 508,   367,  1476,  7395,  1058, 19417,   953,  7273,  9215,   281, 1165,   636,  5373, 29891,   777, 18853,   288,  2719,   393,   366, 723,   763,   304,   671,   297,   596
1, 11796,   414,   322, 28251,  1199, 29901,  1128,   304,  5376, 411, 14919, 21549, 29889,  1260,  8332,   403, 14919, 21549, 29899, 513,  1682,   292,  9687,   322, 29914,   272, 13748,   515,   596, 652,   300, 29889,   739, 10083,  2560, 29892,   541,  6480,   825, 366,  2348,   342, 14218,   508,   505,   263, 12176, 10879,   373, 596, 14919, 21549, 11174, 29889,   960,   366,  8369,  7535, 11223, 24937, 29892,  7243, 18219, 29892,   470,   851, 11517,  1432,  2462, 29892,  3814,   304,  2334,   472,  3203
1, 16224, 10057,   322, 22135, 29901,  1128,   304, 19531,  3708, 552, 17441,   303,   860, 29889, 14542,   852, 12528,   301,   309, 562,   470, 22181,  1581, 17441,   303,   860,   363,  6534, 19309, 260,  2873, 29889,  7419,   363,   301, 14643, 29899,  2780,   287, 3708,   552, 17441,   303,  7358,   411,  7254, 22332,  2873, 29892, 1316,   408,   540,  1624,   470,  3805,   275,   528,  3076, 29892, 304,  1035,   296, 27240,   278,  7254, 22332,  2873,   297,   596, 15509, 19309, 29889,  4525,   674, 19595
1, 16224, 10057,   322, 22135, 29901,  1128,   304,  1207,   596, 269,   484, 21079,  1106,   716,  1449, 29889,   399,  1161, 10508, 269,   484, 21079,   297,   278,   471,  2790,  4933, 29889,   960, 366,   505,   777, 26616, 10508,   269,   484, 21079, 29892,   366, 508,  5948,   679,   963,  5941,   491, 17452,   963,   297,   278, 471,  2790,  4933, 29892,   925,   408,   366,   723,   738,   916, 26616,  7171,   358, 29889,   887,  1122,   884,   367,  2221,   304, 471, 29882,   777,  1661, 29899, 15257
1, 16224, 10057,   322, 22135, 29901,  1128,   304,  6755,   263, 18870,   262,   398,  9228, 29889, 14542,   852,   263,  9228,   411, 1880,  3708,   537, 29889,  1094,   411,   599,   758,  8802,  1539, 1338, 29892, 18870,   262,   398,  1818,   367,   394,  2376,   287, 411,   916,  1539,  1338,   297,  1797,   304,  6176,   278,  2898, 2264,  3734,   363,   432,   809,   295,   719, 29889,   739,   338, 4049,   394,  2376,   287,   411,  1661, 29899,  1457,  8802,  1539, 1338,   763,  1302,  2496,   470,   274
